order_line_id,order_id,product_id,line_number,quantity,unit_price
7aaf2215-05e1-5aab-a0ac-1ee21b38599d,c9b4a1f5-c0f6-5975-80cc-8d13d4fb6dad,9074d87d-f227-56ed-80a3-d0679d716537,3,20,2.0
61c8fd4e-7064-50c4-8b5d-ab686e64414f,c9b4a1f5-c0f6-5975-80cc-8d13d4fb6dad,5c0368b3-a8f9-51b7-ad3a-86cef5cc09bc,4,60,14.7
b06b92ec-8a2b-564b-a49f-dccdeb5c681b,c9b4a1f5-c0f6-5975-80cc-8d13d4fb6dad,4bf6de28-8729-5810-a6e7-babcde64f726,5,33,14.4
622b89cd-9d16-523e-b4a5-4086fc2496df,71389173-e0d2-5bb3-acd6-55ec2a502b66,d44a82dc-4210-520f-b360-3b3e7d04098e,1,20,36.4
11c12633-33de-568e-bc87-edee501341e2,c5ede7ce-f782-5548-80d0-b21738b79b5d,acc151fa-1efc-5d4c-94f6-9dd33540825d,1,1,7.3
2489c207-3563-5fca-a198-4f509c0e2743,c5ede7ce-f782-5548-80d0-b21738b79b5d,8acfd916-7741-5ba7-878c-377447bb9939,2,6,3.6
dc8fa911-cafc-5d9e-a02a-0499b4e47aec,c5ede7ce-f782-5548-80d0-b21738b79b5d,2cafce71-dc0c-567f-b7b4-79b659529637,3,4,14.4
e507cdb3-fe0b-5c83-940e-d138db70eefd,4b6563d8-cf9c-50d5-b9bc-f5031ad0f54d,2cafce71-dc0c-567f-b7b4-79b659529637,1,100,14.4
b60f57ab-1819-58f6-92c6-e3a238cd09ad,8ddc9ec5-e019-5c6c-840a-0fec45db53a2,026864bf-6ed1-5b24-a9fd-2f6e1d5c56e6,1,30,8.0
7369af72-74b0-5588-ae30-7c25ff70609d,8ddc9ec5-e019-5c6c-840a-0fec45db53a2,5de9ee20-a34d-56fb-822e-70d40ae8546e,2,9,26.6
560cb722-fbcc-5082-81ed-61e86f2a99e5,71e14a82-6709-5a83-8add-1a17ad46227d,b35a19b1-3c70-5506-9169-72943a4aacf5,1,60,14.4
0a3c9950-91e4-5348-882a-881202560c13,71e14a82-6709-5a83-8add-1a17ad46227d,88668a2f-42b4-5dfa-b4cf-4aa7bd082866,2,20,27.8
d0eca227-0ec0-55e2-b40e-ed75c2e0253c,4de00716-16bc-5f17-842d-6c7a76ce6cf8,c59b00fa-756e-5a38-81d9-88bf02bd76ee,1,30,13.6
09c4bea8-1460-5ba8-8359-887d6f4f31d9,4de00716-16bc-5f17-842d-6c7a76ce6cf8,ca264c24-fdf5-52ee-953f-ecf28e028e71,2,20,10.0
503d16a9-0efb-5924-9d1f-12904c3be474,e59b5670-4845-5853-90d5-5204ba19fbca,5c0368b3-a8f9-51b7-ad3a-86cef5cc09bc,1,10,14.7
016d0e5c-4358-5136-b538-7711ad701aa9,e59b5670-4845-5853-90d5-5204ba19fbca,5caa3aa1-9661-5b17-b338-5316c8a113b9,2,20,30.4
c50a33ee-f7e4-5955-b839-61efa379911d,18935ff2-b6f9-5f93-aec1-b058cba2f9ce,5c45fbe7-465c-5307-b642-f2bdf9739f99,1,25,50.0
fc1b5dc3-c1e5-58dd-b082-d106c6176a95,18935ff2-b6f9-5f93-aec1-b058cba2f9ce,0dd9d8f0-7064-59ce-b10a-cfd8dbb771e5,2,25,99.0
2a04894d-5258-512f-9eef-3f12f04b6b66,18935ff2-b6f9-5f93-aec1-b058cba2f9ce,b35a19b1-3c70-5506-9169-72943a4aacf5,3,30,14.4
d9a1c354-3e28-59ff-9171-c0c3414a58fc,d20f5416-d614-5fde-adf1-0e0db3c130cd,c7b7b021-34c9-5064-90a0-f0a9e82a50ef,1,1,28.8
4f613bac-7a21-5180-ac37-8840c64297a0,d20f5416-d614-5fde-adf1-0e0db3c130cd,7f30543e-559f-50aa-be0b-3bcc826b04f8,2,5,12.0
a6df28a7-4c75-5c00-a9f7-b3243370e26d,1f8d48ef-e33c-5595-b1f1-0a6b08ae3299,7726dd5f-7bdd-502b-9c17-c0fe9e1a96ac,1,20,17.6
fd95190d-7e47-5dc4-abee-9916ba2024da,1f8d48ef-e33c-5595-b1f1-0a6b08ae3299,a21e124c-d5e2-5bbd-a753-a1a87b734a75,2,30,20.0
58350d47-e98c-5e43-b6b7-ba500338df73,1f8d48ef-e33c-5595-b1f1-0a6b08ae3299,ac8d0b31-cd83-5083-a2c4-fb94b83f3277,3,2,11.2
5f0ecf06-77bc-59e6-8c11-caf97b2b4956,1f8d48ef-e33c-5595-b1f1-0a6b08ae3299,ce416e7c-a89b-5079-941d-3e5c6385a5c5,4,20,36.8
db491d16-5f53-5d5b-a7fa-98da7226ad32,01511d15-e25e-5e2d-b639-234a988e5eca,e8f66539-f4cc-52ef-a21e-b2994583aceb,1,10,13.9
a0cb586a-f59f-5c58-8a70-de9a0de035ea,bc4041cd-4205-5a53-9618-f3f8b310f40e,ac8d0b31-cd83-5083-a2c4-fb94b83f3277,1,6,11.2
3e30d2b1-1066-51b9-aa1c-42ad18a29692,bc4041cd-4205-5a53-9618-f3f8b310f40e,c7b7b021-34c9-5064-90a0-f0a9e82a50ef,2,7,28.8
f82f58a0-ba53-5e35-8a4a-0f023e9a23ae,8f0e6905-37d2-5a57-b14f-1ebea7c7b1f3,d44a82dc-4210-520f-b360-3b3e7d04098e,1,4,36.4
64099d71-b7f0-5b0c-b982-eba65e22b572,8f0e6905-37d2-5a57-b14f-1ebea7c7b1f3,ce416e7c-a89b-5079-941d-3e5c6385a5c5,2,24,36.8
01596246-e112-5186-92ad-3e81f9a36979,8f0e6905-37d2-5a57-b14f-1ebea7c7b1f3,e2d09b9c-5a4c-592e-b59a-fa64f9a6b9c5,3,20,26.2
e3c8d360-2946-52ff-8f6e-375dd1e6de47,8f0e6905-37d2-5a57-b14f-1ebea7c7b1f3,59a97165-e241-5c4f-850f-04dd7d4f7077,4,10,6.2
ea86da9a-a944-5de7-932c-4ca023146a34,d1628746-fd9b-569f-bcf2-50642830cac7,570b72e4-6fa4-55d8-8205-1a29430364fb,1,12,15.2
ce3da132-f5e2-556d-b4c3-9954349ebb1b,9378c1d6-a5c9-55ff-b921-53864b5ce047,64d1d2e5-10da-5205-9aa0-79b8741deb2a,1,20,5.6
e216e379-e795-5f7d-a26f-931a1ea9faa9,c61ddd5e-6a94-56c8-9fa0-c50981bb4f90,700fd174-efb8-5fb5-91db-77525db2e1af,1,5,12.4
bb089dac-41f3-545f-b453-9afe9d6a01dd,c61ddd5e-6a94-56c8-9fa0-c50981bb4f90,c07da8ad-65ca-5533-93e2-36c0fae68bb4,2,4,11.2
1db3b4e2-29f0-53e8-90c7-5f43f346e6f8,c61ddd5e-6a94-56c8-9fa0-c50981bb4f90,b35a19b1-3c70-5506-9169-72943a4aacf5,3,4,14.4
e857dddd-11c3-5880-8f11-1f9ffdafc82e,3a3ab24c-4c3f-51c3-9f76-e31efe7a5b93,e8f66539-f4cc-52ef-a21e-b2994583aceb,1,21,13.9
01d35229-d8e5-53f9-8cc0-9f508971ebe4,3a3ab24c-4c3f-51c3-9f76-e31efe7a5b93,2cafce71-dc0c-567f-b7b4-79b659529637,2,70,14.4
cc64bc7f-d7aa-5bb7-92ec-3bd750a4451f,3a3ab24c-4c3f-51c3-9f76-e31efe7a5b93,1c8b715c-355e-5bdc-8f23-f6ab475f3aa5,3,30,9.6
fa353d4e-69bd-55fd-a3ea-2e33685ef1ea,3a3ab24c-4c3f-51c3-9f76-e31efe7a5b93,273ad427-82db-55c1-8293-c66102f5cce0,4,40,44.0
8d355873-130a-5feb-a894-f0249f9155ec,2eca89e2-364b-5c00-8b47-0b4e99455d95,a21e124c-d5e2-5bbd-a753-a1a87b734a75,1,6,20.0
b1bf9ca3-ae7d-5c1c-9ec3-dfcbb9194ee6,2eca89e2-364b-5c00-8b47-0b4e99455d95,887d4ebe-2413-5eb7-9e40-01da5e82865f,2,12,4.8
c3bf781b-73cf-5976-9e27-9598b200e060,2eca89e2-364b-5c00-8b47-0b4e99455d95,67c6a5c9-cc46-54ff-a3a6-2afff248a85a,3,9,18.6
206c0c91-f9a3-505b-b0b7-102da4c689a5,2eca89e2-364b-5c00-8b47-0b4e99455d95,88668a2f-42b4-5dfa-b4cf-4aa7bd082866,5,40,27.8
83850d30-f819-5087-97ed-aad0fdd9a7f7,ec011765-684d-5248-b2e2-8ee9ab6e0bbf,0604748b-f016-593d-955b-6333f1eb7ad4,1,25,15.2
4c65c3cc-aef1-5f39-b547-575c12890e93,ec011765-684d-5248-b2e2-8ee9ab6e0bbf,3c359a11-41c9-5e3f-81fe-ab5a115f84e8,2,50,16.8
7cfcb447-07cd-5680-8d34-58c78186c4cd,ec011765-684d-5248-b2e2-8ee9ab6e0bbf,adf52476-e08b-5d07-bafc-abc59403fe03,3,35,20.7
b62923cf-41b0-58c4-9cb8-548c9c11506b,8383d31a-e4fb-578d-a077-689bd6f3f163,acc151fa-1efc-5d4c-94f6-9dd33540825d,1,10,7.3
3da06d5c-173b-528f-be8a-2f98f9be82a0,8383d31a-e4fb-578d-a077-689bd6f3f163,adf52476-e08b-5d07-bafc-abc59403fe03,2,8,20.7
eaae61e3-1638-58fe-920f-a439d80423b0,8383d31a-e4fb-578d-a077-689bd6f3f163,a1598d3e-8954-5bfa-bc4c-bf25fbced861,3,20,210.8
1b7f2dc3-26b1-58e9-8858-06dc6deff8dd,8383d31a-e4fb-578d-a077-689bd6f3f163,5caa3aa1-9661-5b17-b338-5316c8a113b9,4,12,30.4
949fd7b9-fe10-5ef0-b7f2-8a52a2aae710,cac433ae-2b75-564f-bac5-b9a8c27e31f6,515cc5c1-bd38-5d0f-97b8-5065e6b17ca4,1,50,24.9
6430848a-9698-55aa-b43b-4b8147676b60,cac433ae-2b75-564f-bac5-b9a8c27e31f6,88668a2f-42b4-5dfa-b4cf-4aa7bd082866,2,25,27.8
85eb828b-8386-56d7-b2de-1e7093d3ae3c,c8590ca6-7549-57a5-ab74-7208a937e5e8,dc9413ab-7d20-59d8-8c3f-cbdeb827a5d4,1,15,5.9
b1e0a60e-ba5c-5cdb-9773-6c94d2dcf8d7,6293ed13-1fd5-5795-8bbd-91b73dad447c,64d1d2e5-10da-5205-9aa0-79b8741deb2a,1,8,5.6
09d0f10c-6987-5a5e-83c3-7e81f6002184,6293ed13-1fd5-5795-8bbd-91b73dad447c,ca264c24-fdf5-52ee-953f-ecf28e028e71,2,10,10.0
83d93238-c846-5916-b889-708078ff61cf,dae5eb18-ddc0-505a-8eff-2eaa3d86166d,0604748b-f016-593d-955b-6333f1eb7ad4,1,7,15.2
3c9d68c7-af41-57d0-850c-88264c686b7e,dae5eb18-ddc0-505a-8eff-2eaa3d86166d,1ff34d3f-4f75-54cb-a523-5c95870b85c5,3,6,25.6
e83b29e4-0deb-563a-85ef-aa1b19c6e8c6,dae5eb18-ddc0-505a-8eff-2eaa3d86166d,96ec8920-d84c-52bb-b160-c221542c328c,4,48,42.4
26a6ac28-72b3-58cd-8865-d618e1077ec4,14ac44aa-3a6a-55fa-a3bf-4a12c0f618d0,adf52476-e08b-5d07-bafc-abc59403fe03,2,15,20.7
a53718fb-1897-512a-982a-50060e8cc841,c957186c-4a53-566b-b588-9175d9eebf1e,5c45fbe7-465c-5307-b642-f2bdf9739f99,1,20,50.0
b9f49043-3dbe-55f8-9231-3fceb92d10ce,c957186c-4a53-566b-b588-9175d9eebf1e,ce416e7c-a89b-5079-941d-3e5c6385a5c5,3,40,36.8
7d275357-5e49-5f4b-8076-160faffd0501,00ae7b25-c512-5a1d-84b4-a6455dbc8dae,9074d87d-f227-56ed-80a3-d0679d716537,1,8,2.0
ef2835e8-bba1-503b-bde4-9ff683a22367,00ae7b25-c512-5a1d-84b4-a6455dbc8dae,273ad427-82db-55c1-8293-c66102f5cce0,2,9,44.0
af5f9515-e0d0-58ba-ba7e-125e547917fe,e896bc4a-5e06-5e92-aa75-720d40172e12,7726dd5f-7bdd-502b-9c17-c0fe9e1a96ac,1,35,17.6
c059ae07-447e-5239-9e9d-924fda0349e1,e896bc4a-5e06-5e92-aa75-720d40172e12,a6ed4ead-9606-51d2-976b-8e62c86d870b,2,70,32.0
74676b5a-792c-525c-8600-ede6d1c40d49,6d049a7e-dc79-54b3-83a1-0131ec34b4cb,5caa3aa1-9661-5b17-b338-5316c8a113b9,2,20,30.4
9c280ea5-383f-5c6b-8bb6-1d9ac7eecbc9,649dd019-d2af-52f4-ae33-25fe2d09cc2d,c07da8ad-65ca-5533-93e2-36c0fae68bb4,1,10,11.2
7a6b75a8-d60a-55ec-939b-96db355c7f68,649dd019-d2af-52f4-ae33-25fe2d09cc2d,b35a19b1-3c70-5506-9169-72943a4aacf5,2,50,14.4
d2226f64-9f8c-5293-b547-1a12ad7b8a92,649dd019-d2af-52f4-ae33-25fe2d09cc2d,5c0368b3-a8f9-51b7-ad3a-86cef5cc09bc,3,4,14.7
a0d8101d-4aee-52fc-9d72-7c16d27b7f9d,649dd019-d2af-52f4-ae33-25fe2d09cc2d,59a97165-e241-5c4f-850f-04dd7d4f7077,4,6,6.2
38afc7f5-2256-5833-a0b6-293ef41bac34,ed2fe2aa-1d05-5c9d-850a-d2c1be671a75,dc9413ab-7d20-59d8-8c3f-cbdeb827a5d4,1,24,5.9
b7ff2c64-beab-51e4-b496-6a66fff2158f,f3c5ae82-af9a-5358-b5f0-5f19c4c7d29b,c7b7b021-34c9-5064-90a0-f0a9e82a50ef,2,18,28.8
b6bbead9-0ac2-5763-8d6c-f63daa412fc8,984fc2e5-ef58-5907-9c82-030bdbe34386,80de062e-7abc-5404-b22b-a254ed650ae3,1,12,14.4
f21b16ed-4b4b-5b38-9e62-f1f86d63699d,984fc2e5-ef58-5907-9c82-030bdbe34386,0dd9d8f0-7064-59ce-b10a-cfd8dbb771e5,2,4,99.0
15c50ecb-da0e-56c4-8a04-b409118615d3,58023f77-c5ad-5f7e-a910-14bc3add67ee,524e867d-7cab-5e54-aa6f-0915328af7d5,2,12,19.2
1083a5bd-5492-5f6f-9ee7-30d5559c6c17,58023f77-c5ad-5f7e-a910-14bc3add67ee,c7b7b021-34c9-5064-90a0-f0a9e82a50ef,3,20,28.8
715ea30f-8b06-5d02-8b7f-ca5eeff0033e,e280cd97-d9c7-5c8a-afeb-49d2f7676cee,3f3dd993-51de-536a-8d65-f71d41b7f16e,1,30,24.8
8455ff96-7850-5541-9ccd-2a185d25a702,e280cd97-d9c7-5c8a-afeb-49d2f7676cee,515cc5c1-bd38-5d0f-97b8-5065e6b17ca4,2,16,24.9
16b0437f-f233-5a5c-aa04-3ebfbdf098af,e280cd97-d9c7-5c8a-afeb-49d2f7676cee,7ba25483-c373-5c3f-98ff-c0883ad41ad2,3,8,27.2
c2980ed9-084a-5f2c-9e4f-9740c95e4ac8,52e42dd8-a253-56d7-8b01-1b53871db865,8acfd916-7741-5ba7-878c-377447bb9939,1,10,3.6
da0589e2-d55b-5119-a9ee-3eb66dbd6527,52e42dd8-a253-56d7-8b01-1b53871db865,69e942bf-825b-5937-b602-25da660a132a,2,10,11.2
287f6274-da83-5aaa-b716-e9d43e36bb1a,52e42dd8-a253-56d7-8b01-1b53871db865,570b72e4-6fa4-55d8-8205-1a29430364fb,3,20,15.2
42ba8f5c-d215-58cf-9df5-468b80b07749,cddbbabc-42b3-5205-b4e7-7a104759962b,e8f66539-f4cc-52ef-a21e-b2994583aceb,1,56,13.9
d57af8fb-a88b-51f9-acfa-a8e5baf18875,cddbbabc-42b3-5205-b4e7-7a104759962b,7ba25483-c373-5c3f-98ff-c0883ad41ad2,3,80,27.2
b027f98d-f3dc-5c66-ba2d-afba5c6dfaec,0283d35a-18b8-5b7d-bf27-d425a8a95471,d44a82dc-4210-520f-b360-3b3e7d04098e,1,30,36.4
8504f9a6-465e-509a-842d-cd1bb51245c9,0283d35a-18b8-5b7d-bf27-d425a8a95471,0dd9d8f0-7064-59ce-b10a-cfd8dbb771e5,2,35,99.0
72eaf4e5-8d9b-58e5-9958-5d9f922a5388,0283d35a-18b8-5b7d-bf27-d425a8a95471,a1598d3e-8954-5bfa-bc4c-bf25fbced861,3,10,210.8
cd6abc47-011f-5a62-bbe3-80fd22cef9df,0283d35a-18b8-5b7d-bf27-d425a8a95471,f012c035-e143-5752-8476-3ab93706539b,4,35,16.0
ca78ba86-c42b-5d5e-8089-2de048bc1ddf,0283d35a-18b8-5b7d-bf27-d425a8a95471,dc9413ab-7d20-59d8-8c3f-cbdeb827a5d4,5,28,5.9
5fe95415-24e0-5691-8c6b-d5e51fca039e,5535e290-8bb2-5a0c-97ee-e7ca7d947530,b35a19b1-3c70-5506-9169-72943a4aacf5,1,54,14.4
5fe6f89f-22b1-548d-abd4-2c01adb4a68a,5535e290-8bb2-5a0c-97ee-e7ca7d947530,7ba25483-c373-5c3f-98ff-c0883ad41ad2,2,55,27.2
76f0a6dc-9049-544c-8b27-f486f35c348b,75d40bf1-0224-5129-8950-fe09cee8a8dd,c07da8ad-65ca-5533-93e2-36c0fae68bb4,1,50,11.2
477f84b6-4977-5ed7-add1-064c5d9e53d0,75d40bf1-0224-5129-8950-fe09cee8a8dd,dc9413ab-7d20-59d8-8c3f-cbdeb827a5d4,3,24,5.9
a48b1320-4b73-5ad2-be40-9c84b48a7902,c6f93ead-0257-5f5b-a988-7cfd952815c1,59a97165-e241-5c4f-850f-04dd7d4f7077,2,12,6.2
47e2699e-0255-504f-aef7-1bcf3d25aefb,c6f93ead-0257-5f5b-a988-7cfd952815c1,4bf6de28-8729-5810-a6e7-babcde64f726,3,12,14.4
ae8d77b6-7d05-5746-bbfa-7ed47f38ae55,fc82a537-74d3-5e0c-b9c9-fd2a1d747bf8,c7b7b021-34c9-5064-90a0-f0a9e82a50ef,1,30,28.8
ff71927e-80e3-53fb-9942-198fb82a4482,420b6504-d8ac-5a21-8b4f-a7a919490ddb,69e942bf-825b-5937-b602-25da660a132a,1,36,11.2
22ea201e-32a8-5039-97a1-884cd76e8bd4,420b6504-d8ac-5a21-8b4f-a7a919490ddb,dc9413ab-7d20-59d8-8c3f-cbdeb827a5d4,2,18,5.9
7d14ae26-4921-5b2e-bd11-2d34aa000287,420b6504-d8ac-5a21-8b4f-a7a919490ddb,59f49985-6fdc-5a56-ae98-3c7c46f3f136,3,15,16.8
dc62c56d-acb5-55b7-a99c-8a34671151db,420b6504-d8ac-5a21-8b4f-a7a919490ddb,794d1d1f-0a0a-5b42-867e-8eaf8f1d4958,4,7,10.4
99d7bb43-fb7a-542b-8989-cf1197c6b5ce,5d256366-26fd-598b-845a-342889b3c632,570b72e4-6fa4-55d8-8205-1a29430364fb,1,6,15.2
86df67f9-a95e-50b5-b03f-92637450e2e0,1311c969-42e8-58ba-a1ff-b8c7fe9afe58,e390e132-12c8-5fdb-a8ef-da3bc370cc8f,1,80,10.6
8451b5ab-fa77-514c-92c9-b3d492d3d0da,9e157846-3e6c-583b-a4a9-5334d6ab038e,e390e132-12c8-5fdb-a8ef-da3bc370cc8f,2,15,10.6
80400efd-79df-5ed2-971a-c3563df2948a,7538675f-8bb7-5fe1-b5a4-1c7747fa0e3a,d44a82dc-4210-520f-b360-3b3e7d04098e,1,20,36.4
b9abffbc-8dd1-529c-8f30-175a525ed8ad,7538675f-8bb7-5fe1-b5a4-1c7747fa0e3a,b35a19b1-3c70-5506-9169-72943a4aacf5,2,20,14.4
848599c0-dd4f-50e7-a09b-c437dd5dbf84,86d79952-1c6b-5f63-82d8-8020e6e764dc,bd5fc993-42cd-58f9-b852-e569e082028a,1,8,7.7
89448649-151a-5fae-be95-e8d533beb975,86d79952-1c6b-5f63-82d8-8020e6e764dc,9b0673f3-301a-5046-83f0-2f63765c43b6,2,16,35.1
acd744d9-8e59-514b-902b-ffca0d428d8e,86d79952-1c6b-5f63-82d8-8020e6e764dc,59f49985-6fdc-5a56-ae98-3c7c46f3f136,3,20,16.8
7b7e1699-6fe3-5ac7-93f1-9d1ad725489a,be25e88c-64e4-5609-b3e9-615d050f2b3c,adf52476-e08b-5d07-bafc-abc59403fe03,1,18,20.7
98bdd9d9-393f-57c6-b2ea-0481d9b04cec,be25e88c-64e4-5609-b3e9-615d050f2b3c,e2d09b9c-5a4c-592e-b59a-fa64f9a6b9c5,2,20,26.2
4245157f-8b3a-5e24-baa0-7c0dcecedd92,be25e88c-64e4-5609-b3e9-615d050f2b3c,7ba25483-c373-5c3f-98ff-c0883ad41ad2,3,6,27.2
fcaea239-31ab-59d1-abfd-68e4643e25cd,be25e88c-64e4-5609-b3e9-615d050f2b3c,7f30543e-559f-50aa-be0b-3bcc826b04f8,4,30,12.0
a30d3655-2f84-5d7d-8182-e9e3780bd362,8157bf51-7f06-5c38-aa2a-9b3b27611909,9b42fe95-2f4f-59ea-a5fd-d4895d68d4b5,1,10,24.0
3f93d98b-c9b1-5492-8389-e3b213b730f5,8157bf51-7f06-5c38-aa2a-9b3b27611909,7ba25483-c373-5c3f-98ff-c0883ad41ad2,2,20,27.2
f320cf8d-fbac-58e1-8873-11dcafd96b4a,8157bf51-7f06-5c38-aa2a-9b3b27611909,ca264c24-fdf5-52ee-953f-ecf28e028e71,3,8,10.0
94efa758-f5f5-5ac2-802b-20d8b83a7aaf,f50467b9-95b1-525e-86c6-c15d20ef5036,8acfd916-7741-5ba7-878c-377447bb9939,1,15,3.6
3bd80c07-0f14-56aa-92ff-1b024cab6850,f50467b9-95b1-525e-86c6-c15d20ef5036,69e942bf-825b-5937-b602-25da660a132a,2,10,11.2
b1833598-63f9-527e-a102-e7c092782b96,a948fc06-d482-5177-8bc9-4136758bb7d2,8acfd916-7741-5ba7-878c-377447bb9939,1,15,3.6
e9b7bbd4-c287-5243-852d-bba1efdb7d3d,a948fc06-d482-5177-8bc9-4136758bb7d2,d44a82dc-4210-520f-b360-3b3e7d04098e,2,6,36.4
a8ac90ca-342e-5291-9b40-06027a3865ee,a948fc06-d482-5177-8bc9-4136758bb7d2,273ad427-82db-55c1-8293-c66102f5cce0,3,12,44.0
855e707c-f2ab-5b22-a6cd-264d4dd8e3eb,188adb8b-6919-5e96-8583-9398d39e9766,985c623e-6243-5934-80c7-8a550123500a,1,15,7.6
b966fdc8-2aa2-575a-9233-513180f04520,188adb8b-6919-5e96-8583-9398d39e9766,64d1d2e5-10da-5205-9aa0-79b8741deb2a,2,20,5.6
2b256756-a766-5ac6-93d0-dcdc884e50cb,188adb8b-6919-5e96-8583-9398d39e9766,e2d09b9c-5a4c-592e-b59a-fa64f9a6b9c5,3,40,26.2
aa0cd1ec-e71a-54e5-be3a-6be190071876,e222dcf2-af24-552f-8042-51e47e612f37,3f3dd993-51de-536a-8d65-f71d41b7f16e,1,16,24.8
f9710e84-074e-5761-a66e-465c0081aa39,e222dcf2-af24-552f-8042-51e47e612f37,524e867d-7cab-5e54-aa6f-0915328af7d5,2,15,19.2
5fcb2829-6b84-528c-9a28-054a4eda6358,e222dcf2-af24-552f-8042-51e47e612f37,7f30543e-559f-50aa-be0b-3bcc826b04f8,4,30,12.0
6144ee30-7a2f-505e-a552-5f3a2b445e93,458c27f1-27b2-51ba-8a45-a7e7733648fb,887d4ebe-2413-5eb7-9e40-01da5e82865f,1,18,4.8
b0736938-f046-5eb6-a649-ed25fcf17beb,2d1f5d32-4ce9-52d4-8b65-f69e87d36add,0604748b-f016-593d-955b-6333f1eb7ad4,1,25,15.2
8e5b8b08-c9e4-55bf-ac5a-beecf0291ee8,2d1f5d32-4ce9-52d4-8b65-f69e87d36add,67c6a5c9-cc46-54ff-a3a6-2afff248a85a,2,42,18.6
a79ee38d-8c24-5e3e-a1c2-d3845ba7136d,2d1f5d32-4ce9-52d4-8b65-f69e87d36add,c07da8ad-65ca-5533-93e2-36c0fae68bb4,3,7,11.2
f400cc8c-1ce2-58af-bc75-5eba2ebcffed,2d1f5d32-4ce9-52d4-8b65-f69e87d36add,515cc5c1-bd38-5d0f-97b8-5065e6b17ca4,4,70,24.9
c0da23ea-0ff1-5b2e-9fcf-3ab62ae91a89,859860f0-d9bd-539a-9412-9eb4ccd22894,ca264c24-fdf5-52ee-953f-ecf28e028e71,1,60,10.0
