customer_id,contact_id,customer_since,status,segment,created_at,updated_at,etl_batch_id,source_system,source_record_id
55e7786b-c502-474f-b3b9-53194cbea672,4685bc19-ddbe-4235-a883-e54618cdf8ee,2023-08-26,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU505
6c94f4d4-14ef-458e-990d-19740f1da413,397a2899-1d36-45e7-9c9c-04a4f9930041,2022-11-08,active,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1161
87a05d0e-d786-43ab-84bc-83b98aebc40a,40419313-02d2-4cf0-8d7e-3743e6b81ab0,2025-07-22,,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU851
53c7dae9-fb79-4f5d-9285-837e227a352c,f83ee516-7e9f-4cec-80b8-9d248b182936,2026-03-15,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1114
3ef98920-170e-4651-b4de-fa6c02a55ce3,8a760d20-8e2f-4e62-a85e-d1875ee98c1d,2022-06-30,active,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2345
8369c438-380f-40b9-8ddb-04082ff1ec28,e4d6e8f9-b840-4710-8047-cfb6c1442f2c,,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1888
36052013-2fcb-4560-a2db-1688d1ab4622,18a1c94b-306c-4321-bd6a-bbeec5748ba2,2025-08-17,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1296
f9f9dc36-2af1-4a64-972c-168b476f7e13,98f8a6d3-f84c-49a8-b0eb-b66318a42000,2026-04-29,Active,B2C,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_150
d5a6c081-8443-4c40-a599-1d42b3ae8ca8,bdc1a088-8e83-41d2-84ad-42c8a105b790,2024-06-04,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2489
0861b9de-2dbf-4c38-b304-fb34ccf4e303,e47a0cc7-2250-4b5a-83ed-d0b1788e6fdc,2023-10-14,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU728
52a4609b-8543-4414-a13f-d317d12c8e0c,37034492-3c65-40d9-b491-a7819c266f48,2025-12-15,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1453
f912ab50-7d0c-443b-b7a2-0d9ce5c9382e,02c40889-8787-40f6-8809-42b7040e54b7,2021-08-22,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1065
741a2bd2-2863-48ca-aacb-1a505642412e,f84b0c13-d009-4577-998f-3ad53a6b20da,2022-02-20,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2879
2ab4c5dc-42c6-49e0-9e4d-d22603b49324,c719cf57-a708-4320-9789-97604eefb4cb,2025-07-24,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2336
6d7cefad-eed7-4f30-887f-e6aba6799c85,576e3757-0976-4d2f-a216-07da22011991,2025-11-18,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2321
d930bfb7-c57a-4cec-b677-5e0fd2740098,f988e9c5-6e36-4ad9-8785-ddb341e0c1f9,2025-05-19,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2052
e106d1eb-752b-46ca-9bce-d15bc66949d6,61f07aff-e27e-49f2-bd0b-463e9880b997,2022-12-06,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU939
02c6b415-ffd4-4b8d-bf87-2af8c3a06d8c,cace62ff-c09b-43ac-b836-be175acedf50,2026-04-29,Active,B2c,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_4
0c14d7d1-d384-4a4a-8178-7648db6e1f51,2e35c5f8-62a6-4fce-ab5a-7cc6b9a5d257,2025-03-29,active  ,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1035
579f4135-b2f9-46be-8190-9739d31f2a2f,3f0f0532-9b9c-43d8-a297-1aae56b1abed,2024-04-27,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1850
b3b67d83-57e9-47c3-9508-9908548a82df,0a695203-9648-4817-ae74-c3987394968a,2026-09-04,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2125
5ba7f51c-b6b5-4cd9-8471-dd158c0f979a,a7a7ccb3-43fa-405e-99be-10f7683753e7,2024-01-12,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU274
bfb5a5f4-dd0e-43b3-82e3-383470325dc7,7208dcaa-9760-4ff1-a53e-e6268c128df2,2024-09-26,inactive  ,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1563
813e3a44-e26d-4cba-9cde-7054806ae7af,c234fc58-a170-4478-9a0a-f586b5695071,2021-11-25,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1766
1843da2e-6c1a-4f56-922f-71b088c930ed,71f0df18-4827-4c0b-ab12-0890ebcb7e5c,2022-10-21,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1474
811aafd0-032c-4b38-a41e-f29fad7729b2,5462c8d9-a922-4250-8182-765775ae3244,2021-08-23,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1397
beebba54-84aa-49b3-b14d-7ccc0c7d7c92,2b3ac11e-e6d4-4d97-86dd-657dd9af4fab,2023-11-06,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU707
b19f0675-1082-4f44-879e-da57342ac13b,5bb0d5c0-d02f-4cdd-9503-1550a899f829,2026-04-29,Active ,B2C,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_183
1ad06f2c-4660-4b04-8673-275d4bde8bdf,3a0685ad-0116-46f7-9f36-ecae42157690,2026-03-30,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU663
8061664e-0607-46c9-8bee-90b1a9b344c5,e0ff4553-48ee-4a70-8de3-88b0f6b83d36,2022-04-02,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1388
7c4ca246-b97a-4636-9898-9e213efe0b80,79b38bb7-b165-4a5f-a02f-38818fd96031,2025-12-01,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1470
e512aa2d-9834-4bdd-aea0-cdceefd01ab1,05c7c6d4-c940-4a95-88eb-776ecc64d728,2024-08-23,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2011
03b425f2-b7a2-4d47-89ac-a5a5dcbc5f0b,1c393608-74c7-4347-b4fa-e648a148e59f,2025-03-21,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1120
a4ec1e08-b9d8-4103-8914-75a638ff7f6d,ed87680e-04bb-4443-9cf2-97499f9b9e1e,2026-04-29,Active,	B2C	,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_199
fd46bef8-c83f-4129-bbed-f4bcafcfd798,6e8befc8-9b04-4f72-bd2a-1acd16c78abc,2025-11-16,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU59
a4405cc1-b256-42c1-851d-b369d1921604,ad34d27e-9e7d-4e20-92f2-5ce1cf6e081f,2025-02-26,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2174
93acc213-6eee-4781-b57f-864ad676c8ef,fb7e3512-eb58-42a1-b901-5c1b596b457f,2025-01-25,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1157
2f4c5165-d574-44f0-8bc2-71157f9b51b7,dd39b7a5-c70c-4bdd-ba99-e36e211f5eff,2023-12-24,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1792
1ba0a253-17b4-4510-bde1-b4bfd13d74e7,c5052efb-c1ae-45a8-97fc-2cc329ebc239,2022-12-21,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1426
76345a32-ce17-49ea-9554-6f58cc13cad1,f7162abf-d96e-40cc-9dae-e124f1e9156f,2025-06-23,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1149
91fb85bc-5419-4f90-b6df-658c7f4c2a58,582c2403-ebbd-404e-9de2-83529a289208,2024-10-11,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU183
c989b651-7619-46ed-9a15-bb8754a01933,b1e5796a-e51d-411a-9e81-d4cd16e5ff77,2025-06-17,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1599
5b81b5a9-390a-418d-be6c-b784e49927b1,4bba5571-f2a8-4244-945e-06be3b517ba8,2021-10-27,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2526
93652882-57f1-49e4-8bd0-6abaa50f5f05,0c08dd6d-3cdb-4321-9ca3-1ecdccbfc949,2025-07-27,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU311
eb70c2bd-4767-42fe-bc31-879f7eb041a3,5eda00fa-c030-49c6-b308-c6621c21b1b6,2022-07-06,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU481
6e15e7c7-df3c-42a6-9e45-a0f13f439083,3396bec3-a40f-4e51-a763-71be3ffd0fd2,2024-06-19,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2966
2ef015ca-51e6-4f39-9f27-bc013932b788,544e2c70-e91b-4931-9000-c4ff1da38c00,2025-12-06,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1428
e26ef901-255b-49a4-9eb8-62711989c684,452c2487-1315-406a-a4c4-a329533bfca8,2023-05-29,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2848
ab1e5071-8771-43cd-9e37-91e3fe8ad003,9977371c-ed84-420b-8ca9-b46e8c6913ff,2024-03-04,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2614
5370a25e-2370-4f88-a37e-f422db0af6ff,2a01cda2-7a18-4f82-8846-ba8bb728438e,2025-03-22,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2156
09b77af3-a77a-470b-b571-4791bb9ef562,4e3f49b8-7cee-4913-a2c6-4efe14721053,2024-12-17,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2350
856eb57d-4cd0-47f6-ae21-051fd950643c,7897dac7-f2fb-4e38-9289-fca53502284d,2023-02-24,active,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU938
6a033afc-2f3b-46e6-8b9d-05dce61bd627,89304e17-44b1-4ec3-896d-e5c940d874b7,2026-04-29,,B2C,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_194
c0b4dd65-a3cb-4492-b813-89adb3b0a2b8,bb8c57e2-1055-4722-bf31-e75f4a7cc7e6,2021-07-26,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1769
669728d9-2770-475d-9748-7d1547f91bff,900560e8-933e-42c0-bffe-5ff25172c962,2025-12-29,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2634
a9c9206f-0bfe-4cbc-8909-9b1eff7b56d3,de87d402-d4d6-423a-888c-81fb0b6b87b9,2025-07-06,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU967
1baa4796-a62f-4fd2-b95c-c20b9e9cc2a0,a0574670-53fc-4082-aa2c-bab30c0fcef7,2025-12-10,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1477
9a20a6ba-b425-419a-9937-f7a620e0bf57,bceed89f-d0a4-4807-adb9-46cbf73c7a5c,2023-06-02,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1135
04f9c9e8-17b1-44b8-aad9-a6fdd4580175,ab9554d9-660a-4f07-bd80-23eaaa8a5d1f,2026-11-04,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1325
2d325188-d0a4-4a77-b75b-b625728bfd86,65fbf70c-5943-44bc-9af4-d7d4b1dafdc6,2023-02-02,active  ,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2160
e6a26479-1fa3-443a-8083-1830cd9c08c9,f0db5057-8547-4dae-aaad-58323fa00c46,2024-08-15,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2037
f6e7aa6f-b3ac-4b02-a829-4ed4c3df0c4f,79d5afa7-1411-4065-890e-6bbc5ecb3eaf,1997-07-05,,B2B,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_cust_MAISD
df090ca0-32e6-4d75-8d71-d5465036fb11,1435183e-1d3a-41dc-a6d6-29381e2d8a09,2024-04-30,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1948
7f54a030-9360-450f-a6ed-c82715e1edf2,4148a620-8ffd-4d23-b1a3-782a8129d631,2024-06-16,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU855
057c1d03-92f8-401f-9d1a-2bf541af617d,2859ffaa-1c13-459a-b8a1-31d3a9805e12,2024-12-06,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU467
026ffc29-e927-4e90-af46-4b40df2f08df,1db31019-036f-4e6b-b6fa-6c21e6cea62e,2024-07-27,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2946
ebdea523-d443-4f99-b137-29c84546c260,171a743d-30ec-4ac3-a4b8-2e40614e3d46,2023-12-22,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU720
42cdfadf-2525-43e7-8307-f701034e9ed0,5deb2cff-42dc-4bbb-94b9-7199c70cd319,2021-06-22,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2547
51948692-8a44-472b-99c5-7faa4aab7c49,1cfba92f-8d34-49a6-9ba4-d517d594e968,2024-08-24,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1974
2f87b901-a354-4045-9043-69672c2570ca,163723bf-f2ec-4443-b3c2-1fe4b958240c,2022-11-15,active,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2492
2eaa2e59-e76d-47ea-8eed-ccf63b3313ca,fbeabec9-d2ae-410d-8240-5ab14875ad78,2021-05-20,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2328
acae15a2-d5f8-4f2c-96cd-7ea28fe86f9f,06dfe210-eafc-4de4-a8a7-2fe3f67be2ce,2025-06-02,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2998
5b160486-8c53-4359-86c0-e6b5f02618f9,dfb22bb1-6086-495d-afea-2d69fdadae0d,,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU217
ca8d08d6-5fda-4895-a1c0-e0bd9693013c,7ccda3fa-4642-4be8-8dfc-fe9d3a205db7,2023-10-09,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU592
825d400d-e86c-4ed0-be81-056e4668ae00,472d40ad-eff0-4e8f-99cd-c968165014fd,2026-04-29,Active,B2C,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_201
d9db87e3-8513-465b-ae52-0147f38b51e5,17e52650-7fb2-4164-acd9-3bc9ae7a86a5,2023-12-14,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU318
1531a2d6-20d5-4998-8953-9b7ba1f8dab1,05b09a65-d7a2-4869-9832-9d137aebcb7d,2026-02-16,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2276
22a7f127-de30-4803-82a5-8d965d68fcf2,a254af59-46b2-4572-9261-b1b6d5e7d662,2021-11-26,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2179
943d90fb-9e7a-4b5b-96ef-8c262c1bf3ae,88fbe01f-255a-4228-b4be-d56f37fd8cd6,2023-10-10,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1920
eb7ad798-2e4f-4fa3-95ca-294eb3f75845,c66b64f3-ded9-4653-b21d-a0b965b2da1f,,,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU805
6eef78f9-3f1a-42b7-bb00-a3ab1ee29d44,ee4d579d-0bab-4903-80a9-6bc08bf03497,,,corporate  ,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1023
7db8bd0e-9b1d-40f3-b7b4-2c9ffedd0c04,3c06e9c7-e786-4e93-8b9b-4d8619260a62,2022-05-11,Active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1045
92369c12-1e2a-45b8-b493-c59f0addb914,fe69285c-9b0a-4ddf-8c2e-906dfa9f8bbe,2026-01-28,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2379
9d84f007-1295-435b-9872-3e2df80d2e8b,9d3ce538-20bc-4d81-b72d-cbc0b1ea4d64,2023-07-24,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2962
a4e2750c-8599-4209-a731-9cd27f00f86d,94e58b30-6ec3-439b-ac9a-191a0e81a741,2025-03-24,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2455
bae78e59-970b-421b-b193-1f78f50816b5,38536af7-0079-4310-8201-12a75c21555c,2026-04-29,Active,B2C,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_50
76e14c93-1442-4e08-bd60-b6c3d1d3acf6,a02ba6a2-9656-432d-a05b-d7b157e0d665,2025-03-02,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2487
71109305-6cc7-47c1-a444-4e4c686f8110,292404ec-a988-4cb8-b087-e167ff08dce9,2023-06-14,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1441
1e674e0f-4c45-42fd-bf68-2ff7d56c2fb3,91c164cf-6f32-4da1-bba9-2faf0bec6b0e,2025-09-25,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU33
352cc6f6-05b9-48b1-b76b-36ca7442ade7,12f72a05-cfa3-4632-aefe-f8948d0bd8f7,2021-06-23,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU401
55905a28-a94a-495a-b602-48c3dec2c7ab,5f8dd16b-e70b-4292-87b8-cf24ed8e594f,2025-10-21,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2278
55f4da25-9e22-44b6-8d71-605560d6d136,643cbb10-024f-4ece-aa12-6ad67924dba4,2023-01-06,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2838
c8cf9830-3313-4d0b-9222-8f7850aaee02,f5d244aa-8d9f-43f1-bc43-7b8c197e0cd2,2026-12-02,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU948
b0316645-f3e3-43a3-aa30-7a84a9d0cd79,f2fcf792-ff1a-4938-bb68-26e9b2afb071,2022-04-07,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2402
c73cb1b7-6a85-40ef-95f8-dc4e2d58de89,7959a772-86b4-4fe7-bb07-2cf5ace3fa19,2026-04-29,Active,B2C,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_5
869c711c-ed9b-427a-aa8e-1efe60ad5127,48fd2ccf-dd7b-4e1b-b77b-5367268321b7,2026-01-31,active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU730
a5af0c15-462a-4310-b8a6-ffb59711011e,2af814bd-286a-41d8-b516-aeeb61f42604,2022-03-01,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1916
2171b210-f01a-46e4-9413-eab3ce5c2756,5725e35e-78b7-4ce2-b9f4-887a20bb3d60,2021-02-11,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2525
5de6489c-259a-4f19-a756-33550c5d4261,87760c28-a715-403c-ac24-f969a23e528b,2026-05-04,inactive,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU520
9d28554d-439d-4f48-8f01-6eac0925a2c8,1ad3f837-f15d-4412-956a-bba034f251cd,2024-01-12,Active,corporate,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU774
9e715ccb-0fec-445c-b37f-e614e781dd54,3a22b659-5b4f-4b64-a4f5-c4847594e7b2,2026-04-29,Active,B2C,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_141
a41ae346-7c56-46e5-9721-3bbfaae2a1f3,f86e81e6-31a7-4521-92a7-f656d759e480,2026-04-29,Active,B2C,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_161
f6640638-1ba1-455b-b50c-630ce11b99d1,3535981c-3a3a-418c-84fa-c78ffeb632c2,2024-07-01,active,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU1382
a5c1369a-fba4-4887-b9eb-2c02ddc69af9,a9c56541-2fe3-4bcd-81bf-d6def0125cf2,2024-08-26,active,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2205
7d04bfd1-2935-429b-80ab-32cd6dd52946,bceb60d9-261d-42ac-9ca1-ad819b2c5a6e,2026-04-29,Active,B2C,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_202
586fa619-d5a9-4b2e-9697-07737380dd42,2ca07e35-0e47-4bc2-a81b-14efc832ea5d,2024-09-18,inactive,retail,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,CU2280
